ElectionType,ElectionName,GeographyType,GeographyName,DemName,RepName,CountyName,FIPS,Vote,TotalVote,Latitude,Longitude
Gubernatorial,Alabama,State,Alabama,Jones (D),Tuberville (R),Montgomery County,1101,0.740053064331378,64354.2594,32.22089414,-86.20787706
Gubernatorial,Alabama,State,Alabama,Jones (D),Tuberville (R),Morgan County,1103,0.314473857880034,38457.6798,34.45331009,-86.85325062
Gubernatorial,Alabama,State,Alabama,Jones (D),Tuberville (R),Perry County,1105,0.789259653354983,3233.6154,32.63859284,-87.29424703
Gubernatorial,Alabama,State,Alabama,Jones (D),Tuberville (R),Pickens County,1107,0.4814037789874,6443.2134,33.28058298,-88.08923504
Gubernatorial,Alabama,State,Alabama,Jones (D),Tuberville (R),Pike County,1109,0.471450967889593,9550.9194,31.80232564,-85.94087373
Gubernatorial,Alabama,State,Alabama,Jones (D),Tuberville (R),Randolph County,1111,0.240039338655134,8021.8116,33.29354361,-85.45918107
Gubernatorial,Alabama,State,Alabama,Jones (D),Tuberville (R),Russell County,1113,0.607608158105161,14919.9,32.28806204,-85.18428296
Gubernatorial,Alabama,State,Alabama,Jones (D),Tuberville (R),Shelby County,1117,0.383434132595723,82061.6334,33.26405258,-86.66137476
Gubernatorial,Alabama,State,Alabama,Jones (D),Tuberville (R),St. Clair County,1115,0.243707747435752,31398.0198,33.71540022,-86.31476905
Gubernatorial,Alabama,State,Alabama,Jones (D),Tuberville (R),Sumter County,1119,0.783417073840359,3833.3226,32.59104949,-88.19904039
Gubernatorial,Alabama,State,Alabama,Jones (D),Tuberville (R),Talladega County,1121,0.424752633953877,24015.9444,33.37992421,-86.16587666
Gubernatorial,Alabama,State,Alabama,Jones (D),Tuberville (R),Tallapoosa County,1123,0.333553564054734,14453.3802,32.86280802,-85.79746538
Gubernatorial,Alabama,State,Alabama,Jones (D),Tuberville (R),Tuscaloosa County,1125,0.496458039753628,61224.7194,33.28952146,-87.52558359
Gubernatorial,Alabama,State,Alabama,Jones (D),Tuberville (R),Walker County,1127,0.194334789105525,21518.1348,33.80316281,-87.29727889
Gubernatorial,Alabama,State,Alabama,Jones (D),Tuberville (R),Washington County,1129,0.299196688321673,6111.3366,31.40759248,-88.20819419
Gubernatorial,Alabama,State,Alabama,Jones (D),Tuberville (R),Wilcox County,1131,0.742288889075102,3815.1276,31.98928301,-87.30786547
Gubernatorial,Alabama,State,Alabama,Jones (D),Tuberville (R),Winston County,1133,0.114954967801361,8060.385,34.14959585,-87.37341176
Gubernatorial,Alaska,State,Alaska,TBD (D),TBD (R),Aleutians East Borough,2013,0.326909129758915,300.5814,55.36032516,-161.9642606
Gubernatorial,Alaska,State,Alaska,TBD (D),TBD (R),Aleutians West Borough,2016,0.530724538940931,686.3154,52.79430361,-110.2449123
Gubernatorial,Alaska,State,Alaska,TBD (D),TBD (R),Anchorage Municipality,2020,0.53532043493703,92944.4268,61.15068906,-149.1118883
Gubernatorial,Alaska,State,Alaska,TBD (D),TBD (R),Bethel Census Area,2050,0.600745463309989,2767.8234,60.91342739,-159.8255997
Gubernatorial,Alaska,State,Alaska,TBD (D),TBD (R),Bristol Bay Borough,2060,0.379796588198438,286.0254,58.74220214,-156.7026695
Gubernatorial,Alaska,State,Alaska,TBD (D),TBD (R),Chugach Census Area,2063,0.435540474832828,2221.9734,60.4885,-146.2031
Gubernatorial,Alaska,State,Alaska,TBD (D),TBD (R),Copper River Census Area,2066,0.287619919080385,985.4412,62.03,-143.92
Gubernatorial,Alaska,State,Alaska,TBD (D),TBD (R),Denali Borough,2068,0.418031673706916,901.0164,63.67343339,-150.0094238
Gubernatorial,Alaska,State,Alaska,TBD (D),TBD (R),Dillingham Census Area,2070,0.495617192855296,1042.9374,59.79832305,-158.2141634
Gubernatorial,Alaska,State,Alaska,TBD (D),TBD (R),Fairbanks North Star Borough,2090,0.434060486381361,30490.4532,64.8083752,-146.5623662
Gubernatorial,Alaska,State,Alaska,TBD (D),TBD (R),Haines Borough,2100,0.562273734288313,1236.5322,59.11793896,-135.5024208
Gubernatorial,Alaska,State,Alaska,TBD (D),TBD (R),Hoonah-Angoon Census Area,2105,0.641421555694208,1036.3872,58.28575804,-135.6386611
Gubernatorial,Alaska,State,Alaska,TBD (D),TBD (R),Juneau City and Borough,2110,0.659941173582241,11824.5666,58.45091866,-134.1764399
Gubernatorial,Alaska,State,Alaska,TBD (D),TBD (R),Kenai Peninsula Borough,2122,0.346251130545695,23440.9824,60.2537748,-151.5611779
Gubernatorial,Alaska,State,Alaska,TBD (D),TBD (R),Ketchikan Gateway Borough,2130,0.427658070206688,4537.1052,55.58672276,-130.9369511
Gubernatorial,Alaska,State,Alaska,TBD (D),TBD (R),Kodiak Island Borough,2150,0.437862801176067,4378.4448,57.66653702,-153.7750279
Gubernatorial,Alaska,State,Alaska,TBD (D),TBD (R),Kusilvak Census Area,2158,0.613121042761772,1018.1922,62.09,-163.53
Gubernatorial,Alaska,State,Alaska,TBD (D),TBD (R),Lake and Peninsula Borough,2164,0.45987529486814,294.759,58.63664843,-156.1888735
Gubernatorial,Alaska,State,Alaska,TBD (D),TBD (R),Matanuska-Susitna Borough,2170,0.271122921295153,38924.9274,62.31571716,-149.5691006
Gubernatorial,Alaska,State,Alaska,TBD (D),TBD (R),Nome Census Area,2180,0.57724698388299,1885.7298,64.91040617,-164.0315808
Gubernatorial,Alaska,State,Alaska,TBD (D),TBD (R),North Slope Borough,2185,0.451236681463596,1185.5862,69.31507516,-153.4702536
Gubernatorial,Alaska,State,Alaska,TBD (D),TBD (R),Northwest Arctic Borough,2188,0.50421437950068,990.5358,67.05555844,-159.724644
Gubernatorial,Alaska,State,Alaska,TBD (D),TBD (R),Petersburg Borough,2195,0.424731605040479,1171.758,57.11988808,-132.9333517
Gubernatorial,Alaska,State,Alaska,TBD (D),TBD (R),Prince of Wales-Hyder Census Area,2198,0.505978862687678,2418.4794,55.81638031,-133.0585096
Gubernatorial,Alaska,State,Alaska,TBD (D),TBD (R),Sitka City and Borough,2220,0.581146641424477,2704.5048,57.23393263,-135.3151746
Gubernatorial,Alaska,State,Alaska,TBD (D),TBD (R),Skagway Municipality,2230,0.751717738560705,714.6996,59.55833766,-135.3374592
Gubernatorial,Alaska,State,Alaska,TBD (D),TBD (R),Southeast Fairbanks Census Area,2240,0.171913687990858,2455.5972,63.87695823,-143.2069204
Gubernatorial,Alaska,State,Alaska,TBD (D),TBD (R),Wrangell City and Borough,2275,0.350324488859799,803.4912,56.32537949,-132.0310434
Gubernatorial,Alaska,State,Alaska,TBD (D),TBD (R),Yakutat City and Borough,2282,0.628825538519339,327.51,59.88824845,-140.349186
Gubernatorial,Alaska,State,Alaska,TBD (D),TBD (R),Yukon-Koyukuk Census Area,2290,0.645705194172606,1628.0886,65.50922918,-151.3897031
Gubernatorial,Arizona,State,Arizona,Hobbs* (D),Biggs (R),Apache County,4001,0.686999921771575,23047.2426,35.39559896,-109.488754
Gubernatorial,Arizona,State,Arizona,Hobbs* (D),Biggs (R),Cochise County,4003,0.449472657054538,42381.2496,31.87959362,-109.7510129
Gubernatorial,Arizona,State,Arizona,Hobbs* (D),Biggs (R),Coconino County,4005,0.664916538357316,50276.424,35.83875351,-111.7705493
Gubernatorial,Arizona,State,Arizona,Hobbs* (D),Biggs (R),Gila County,4007,0.376337981442787,19945.359,33.79996932,-110.8119677
Gubernatorial,Arizona,State,Arizona,Hobbs* (D),Biggs (R),Graham County,4009,0.316267848264341,10949.0232,32.93295414,-109.8875198
Gubernatorial,Arizona,State,Arizona,Hobbs* (D),Biggs (R),Greenlee County,4011,0.392903123652048,2374.0836,33.21537146,-109.2401561
Gubernatorial,Arizona,State,Arizona,Hobbs* (D),Biggs (R),La Paz County,4012,0.334638623965694,5510.1738,33.7291609,-113.981207
Gubernatorial,Arizona,State,Arizona,Hobbs* (D),Biggs (R),Maricopa County,4013,0.551459646526402,1478559.9066,33.34875974,-112.4908888
Gubernatorial,Arizona,State,Arizona,Hobbs* (D),Biggs (R),Mohave County,4015,0.277170011433628,79886.2392,35.70456821,-113.7581706
Gubernatorial,Arizona,State,Arizona,Hobbs* (D),Biggs (R),Navajo County,4017,0.484628610649194,36560.3052,35.39960537,-110.3213121
Gubernatorial,Arizona,State,Arizona,Hobbs* (D),Biggs (R),Pima County,4019,0.642728372636798,369081.2082,32.09723099,-111.7896381
Gubernatorial,Arizona,State,Arizona,Hobbs* (D),Biggs (R),Pinal County,4021,0.456132409525155,151078.1796,32.90415087,-111.34488
Gubernatorial,Arizona,State,Arizona,Hobbs* (D),Biggs (R),Santa Cruz County,4023,0.686107871109992,13801.9992,31.52598116,-110.8466869
Gubernatorial,Arizona,State,Arizona,Hobbs* (D),Biggs (R),Yavapai County,4025,0.395524790851541,107760.2514,34.59969928,-112.5538467
Gubernatorial,Arizona,State,Arizona,Hobbs* (D),Biggs (R),Yuma County,4027,0.471027460649503,49175.9904,32.76933672,-113.9058099
Gubernatorial,Arkansas,State,Arkansas,Love (D),Sanders* (R),Arkansas County,5001,0.370774491645712,3969.4212,34.29076839,-91.37520643
Gubernatorial,Arkansas,State,Arkansas,Love (D),Sanders* (R),Ashley County,5003,0.348150566277151,5035.6482,33.19120398,-91.76814114
Gubernatorial,Arkansas,State,Arkansas,Love (D),Sanders* (R),Baxter County,5005,0.292646976541284,14988.3132,36.28715062,-92.33686558
Gubernatorial,Arkansas,State,Arkansas,Love (D),Sanders* (R),Benton County,5007,0.467179550851499,91075.4364,36.33873798,-94.25598718
Gubernatorial,Arkansas,State,Arkansas,Love (D),Sanders* (R),Boone County,5009,0.240409171446252,12243.0516,36.30874792,-93.09137415
Gubernatorial,Arkansas,State,Arkansas,Love (D),Sanders* (R),Bradley County,5011,0.402148732927034,2310.0372,33.46613806,-92.16229542
Gubernatorial,Arkansas,State,Arkansas,Love (D),Sanders* (R),Calhoun County,5013,0.259642956499584,1494.1734,33.55786388,-92.50253376
Gubernatorial,Arkansas,State,Arkansas,Love (D),Sanders* (R),Carroll County,5015,0.441486564772089,8211.0396,36.34107901,-93.53832319
Gubernatorial,Arkansas,State,Arkansas,Love (D),Sanders* (R),Chicot County,5017,0.626576998746322,2513.8212,33.2673446,-91.29365079
Gubernatorial,Arkansas,State,Arkansas,Love (D),Sanders* (R),Clark County,5019,0.503155646634825,5447.583,34.05108285,-93.17667235
Gubernatorial,Arkansas,State,Arkansas,Love (D),Sanders* (R),Clay County,5021,0.261484884590794,3548.025,36.36822542,-90.41718919
Gubernatorial,Arkansas,State,Arkansas,Love (D),Sanders* (R),Cleburne County,5023,0.221048102348749,9123.7008,35.53853919,-92.02725586
Gubernatorial,Arkansas,State,Arkansas,Love (D),Sanders* (R),Cleveland County,5025,0.224488098684017,2422.1184,33.89823609,-92.18489948
Gubernatorial,Arkansas,State,Arkansas,Love (D),Sanders* (R),Columbia County,5027,0.415794474773923,5700.8574,33.2142428,-93.22737493
Gubernatorial,Arkansas,State,Arkansas,Love (D),Sanders* (R),Conway County,5029,0.391627672967402,6071.3076,35.26227905,-92.70098811
Gubernatorial,Arkansas,State,Arkansas,Love (D),Sanders* (R),Craighead County,5031,0.408415074900303,26464.2636,35.8310138,-90.63270647
Gubernatorial,Arkansas,State,Arkansas,Love (D),Sanders* (R),Crawford County,5033,0.283415575993329,17007.2304,35.588841,-94.24296995
Gubernatorial,Arkansas,State,Arkansas,Love (D),Sanders* (R),Crittenden County,5035,0.618701263745061,10473.042,35.20762172,-90.30924635
Gubernatorial,Arkansas,State,Arkansas,Love (D),Sanders* (R),Cross County,5037,0.348588124159429,4654.281,35.29547453,-90.77181286
Gubernatorial,Arkansas,State,Arkansas,Love (D),Sanders* (R),Dallas County,5039,0.454766689037587,1659.384,33.96953994,-92.65420664
Gubernatorial,Arkansas,State,Arkansas,Love (D),Sanders* (R),Desha County,5041,0.584318124181167,2505.8154,33.83346926,-91.2539449
Gubernatorial,Arkansas,State,Arkansas,Love (D),Sanders* (R),Drew County,5043,0.430368256603373,4550.9334,33.58957425,-91.71972855
Gubernatorial,Arkansas,State,Arkansas,Love (D),Sanders* (R),Faulkner County,5045,0.437481825888835,38652.7302,35.14732521,-92.33201857
Gubernatorial,Arkansas,State,Arkansas,Love (D),Sanders* (R),Franklin County,5047,0.254776336919513,4959.2292,35.51229968,-93.89070916
Gubernatorial,Arkansas,State,Arkansas,Love (D),Sanders* (R),Fulton County,5049,0.257816057727161,3599.6988,36.3818346,-91.81767336
Gubernatorial,Arkansas,State,Arkansas,Love (D),Sanders* (R),Garland County,5051,0.415510246989899,30111.9972,34.57659951,-93.15048723
Gubernatorial,Arkansas,State,Arkansas,Love (D),Sanders* (R),Grant County,5053,0.214663521535192,5783.8266,34.29002049,-92.42371463
Gubernatorial,Arkansas,State,Arkansas,Love (D),Sanders* (R),Greene County,5055,0.264885671844788,11318.7456,36.11773282,-90.55895377
Gubernatorial,Arkansas,State,Arkansas,Love (D),Sanders* (R),Hempstead County,5057,0.396171529477272,4344.2382,33.73564268,-93.66809039
Gubernatorial,Arkansas,State,Arkansas,Love (D),Sanders* (R),Hot Spring County,5059,0.321172595823043,8765.6232,34.31751189,-92.94560125
Gubernatorial,Arkansas,State,Arkansas,Love (D),Sanders* (R),Howard County,5061,0.355919494176556,3205.2312,34.08897983,-93.99344494
Gubernatorial,Arkansas,State,Arkansas,Love (D),Sanders* (R),Independence County,5063,0.274242199808961,9979.5936,35.74143554,-91.56991638
Gubernatorial,Arkansas,State,Arkansas,Love (D),Sanders* (R),Izard County,5065,0.232448004597166,4223.4234,36.09526565,-91.91279069
Gubernatorial,Arkansas,State,Arkansas,Love (D),Sanders* (R),Jackson County,5067,0.343064450495516,3414.8376,35.59923757,-91.21423884
Gubernatorial,Arkansas,State,Arkansas,Love (D),Sanders* (R),Jefferson County,5069,0.700759465279843,15480.306,34.26882203,-91.93189159
Gubernatorial,Arkansas,State,Arkansas,Love (D),Sanders* (R),Johnson County,5071,0.325406524067318,6457.7694,35.57001766,-93.46000035
Gubernatorial,Arkansas,State,Arkansas,Love (D),Sanders* (R),Lafayette County,5073,0.404914023661052,1664.4786,33.24091819,-93.60684679
Gubernatorial,Arkansas,State,Arkansas,Love (D),Sanders* (R),Lawrence County,5075,0.244934962259292,4056.0294,36.04103952,-91.1070497
Gubernatorial,Arkansas,State,Arkansas,Love (D),Sanders* (R),Lee County,5077,0.624868662856392,1783.8378,34.78064921,-90.78211015
Gubernatorial,Arkansas,State,Arkansas,Love (D),Sanders* (R),Lincoln County,5079,0.334811081010361,2412.657,33.95753882,-91.73333878
Gubernatorial,Arkansas,State,Arkansas,Love (D),Sanders* (R),Little River County,5081,0.309622074256477,3513.8184,33.70228691,-94.2339787
Gubernatorial,Arkansas,State,Arkansas,Love (D),Sanders* (R),Logan County,5083,0.256684140622332,5844.9618,35.21550403,-93.71630518
Gubernatorial,Arkansas,State,Arkansas,Love (D),Sanders* (R),Lonoke County,5085,0.311703258368723,21844.917,34.75441172,-91.88791683
Gubernatorial,Arkansas,State,Arkansas,Love (D),Sanders* (R),Madison County,5087,0.281840622281819,5368.2528,36.01103565,-93.72465597
Gubernatorial,Arkansas,State,Arkansas,Love (D),Sanders* (R),Marion County,5089,0.271775137762411,5626.6218,36.26842934,-92.68397295
Gubernatorial,Arkansas,State,Arkansas,Love (D),Sanders* (R),Miller County,5091,0.330210557976534,11361.6858,33.31200171,-93.89142003
Gubernatorial,Arkansas,State,Arkansas,Love (D),Sanders* (R),Mississippi County,5093,0.442921139470177,7668.8286,35.76420127,-90.05430077
Gubernatorial,Arkansas,State,Arkansas,Love (D),Sanders* (R),Monroe County,5095,0.528446196973692,1737.2586,34.67772323,-91.20394825
Gubernatorial,Arkansas,State,Arkansas,Love (D),Sanders* (R),Montgomery County,5097,0.250647003626488,2643.3696,34.53888136,-93.65944523
Gubernatorial,Arkansas,State,Arkansas,Love (D),Sanders* (R),Nevada County,5099,0.396461033563596,2074.9578,33.66338522,-93.30697684
Gubernatorial,Arkansas,State,Arkansas,Love (D),Sanders* (R),Newton County,5101,0.245669872742748,2697.9546,35.91979049,-93.2178649
Gubernatorial,Arkansas,State,Arkansas,Love (D),Sanders* (R),Ouachita County,5103,0.511081410282896,6163.0104,33.59337533,-92.88191217
Gubernatorial,Arkansas,State,Arkansas,Love (D),Sanders* (R),Perry County,5105,0.286591624240077,3261.9996,34.947251,-92.93150636
Gubernatorial,Arkansas,State,Arkansas,Love (D),Sanders* (R),Phillips County,5107,0.670330407490167,3531.2856,34.42853288,-90.84810681
Gubernatorial,Arkansas,State,Arkansas,Love (D),Sanders* (R),Pike County,5109,0.188024610299292,3133.9068,34.16356461,-93.65621
Gubernatorial,Arkansas,State,Arkansas,Love (D),Sanders* (R),Poinsett County,5111,0.250263183111569,5069.8548,35.57408383,-90.66282507
Gubernatorial,Arkansas,State,Arkansas,Love (D),Sanders* (R),Polk County,5113,0.202452401223889,5918.4696,34.48595315,-94.2279123
Gubernatorial,Arkansas,State,Arkansas,Love (D),Sanders* (R),Pope County,5115,0.319316572431629,17179.719,35.4476948,-93.03400145
Gubernatorial,Arkansas,State,Arkansas,Love (D),Sanders* (R),Prairie County,5117,0.235974617167562,2294.0256,34.83010091,-91.55194184
Gubernatorial,Arkansas,State,Arkansas,Love (D),Sanders* (R),Pulaski County,5119,0.710901224718342,109180.917,34.76993891,-92.31191414
Gubernatorial,Arkansas,State,Arkansas,Love (D),Sanders* (R),Randolph County,5121,0.247240018154831,4734.339,36.34154412,-91.02752205
Gubernatorial,Arkansas,State,Arkansas,Love (D),Sanders* (R),Saline County,5125,0.393003875609981,41007.891,34.64661779,-92.67655329
Gubernatorial,Arkansas,State,Arkansas,Love (D),Sanders* (R),Scott County,5127,0.184336400859362,2429.3964,34.86103868,-94.06315729
Gubernatorial,Arkansas,State,Arkansas,Love (D),Sanders* (R),Searcy County,5129,0.193221456952905,2777.2848,35.91115674,-92.69933958
Gubernatorial,Arkansas,State,Arkansas,Love (D),Sanders* (R),Sebastian County,5131,0.407723244359299,32293.2138,35.19943145,-94.27397371
Gubernatorial,Arkansas,State,Arkansas,Love (D),Sanders* (R),Sevier County,5133,0.261440403095181,3372.6252,33.9971421,-94.24072249
Gubernatorial,Arkansas,State,Arkansas,Love (D),Sanders* (R),Sharp County,5135,0.254286612076152,5308.5732,36.16124847,-91.47928351
Gubernatorial,Arkansas,State,Arkansas,Love (D),Sanders* (R),St. Francis County,5123,0.611262492714379,4266.3636,35.02180511,-90.74840472
Gubernatorial,Arkansas,State,Arkansas,Love (D),Sanders* (R),Stone County,5137,0.259722487927397,4291.8366,35.86003074,-92.15689859
Gubernatorial,Arkansas,State,Arkansas,Love (D),Sanders* (R),Union County,5139,0.432623603553699,11073.477,33.17125929,-92.59770646
Gubernatorial,Arkansas,State,Arkansas,Love (D),Sanders* (R),Van Buren County,5141,0.269843262458518,5429.388,35.58054667,-92.51610324
Gubernatorial,Arkansas,State,Arkansas,Love (D),Sanders* (R),Washington County,5143,0.574416346004494,68429.2116,35.97899668,-94.21571712
Gubernatorial,Arkansas,State,Arkansas,Love (D),Sanders* (R),White County,5145,0.262779239558696,21946.809,35.25612459,-91.74548804
Gubernatorial,Arkansas,State,Arkansas,Love (D),Sanders* (R),Woodruff County,5147,0.437596735849705,1654.2894,35.18620495,-91.24302721
Gubernatorial,Arkansas,State,Arkansas,Love (D),Sanders* (R),Yell County,5149,0.267428743592217,4628.808,35.00270728,-93.41105962
Gubernatorial,California,State,California,Becerra (D),Hilton (R),Alameda County,6001,0.784626018340311,466039.452,37.64642367,-121.888612
Gubernatorial,California,State,California,Becerra (D),Hilton (R),Alpine County,6003,0.669300494143177,525.4716,38.59721624,-119.8206263
Gubernatorial,California,State,California,Becerra (D),Hilton (R),Amador County,6005,0.363081008682037,15866.7678,38.44638702,-120.651296
Gubernatorial,California,State,California,Becerra (D),Hilton (R),Butte County,6007,0.490449422509067,66526.0146,39.66681952,-121.6008508
Gubernatorial,California,State,California,Becerra (D),Hilton (R),Calaveras County,6009,0.361839839201046,18781.6068,38.20478056,-120.554132
Gubernatorial,California,State,California,Becerra (D),Hilton (R),Colusa County,6011,0.361214958859003,4981.791,39.17719198,-122.2363987
Gubernatorial,California,State,California,Becerra (D),Hilton (R),Contra Costa County,6013,0.701808946136997,372135.7848,37.91933375,-121.9281273
Gubernatorial,California,State,California,Becerra (D),Hilton (R),Del Norte County,6015,0.422008838222784,7470.867,41.74323775,-123.8971513
Gubernatorial,California,State,California,Becerra (D),Hilton (R),El Dorado County,6017,0.444904376854516,79193.3736,38.77888901,-120.5247066
Gubernatorial,California,State,California,Becerra (D),Hilton (R),Fresno County,6019,0.484076424004599,231114.3456,36.75807672,-119.6506833
